"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"85";"2021-08-28 15:03:05";"Pull";"4513";"Deadlift (Barbell)";"4";"170.0";"3";"";"";"";"";""
"85";"2021-08-28 15:03:05";"Pull";"4513";"Deadlift (Barbell)";"5";"190.0";"3";"";"";"";"";""
"85";"2021-08-28 15:03:05";"Pull";"4513";"Deadlift (Barbell)";"6";"200.0";"3";"";"";"";"";""
"85";"2021-08-28 15:03:05";"Pull";"4513";"Deadlift (Barbell)";"7";"200.0";"3";"";"";"";"";""
"85";"2021-08-28 15:03:05";"Pull";"4513";"Deadlift (Barbell)";"8";"200.0";"3";"";"";"";"";""
"85";"2021-08-28 15:03:05";"Pull";"4513";"Bicep Curl (Dumbbell)";"1";"22.5";"8";"";"";"";"";""
"85";"2021-08-28 15:03:05";"Pull";"4513";"Bicep Curl (Dumbbell)";"2";"22.5";"8";"";"";"";"";""
"85";"2021-08-28 15:03:05";"Pull";"4513";"Bicep Curl (Dumbbell)";"3";"22.5";"8";"";"";"";"";""
"85";"2021-08-28 15:03:05";"Pull";"4513";"Bicep Curl (Dumbbell)";"D";"22.5";"8";"";"";"";"";""
"85";"2021-08-28 15:03:05";"Pull";"4513";"Bicep Curl (Fat Grip Dumbbells)";"D";"12.5";"8";"";"";"";"";""
"85";"2021-08-28 15:03:05";"Pull";"4513";"Shrugs Trap Bar";"1";"70.0";"15";"";"";"";"";""
"85";"2021-08-28 15:03:05";"Pull";"4513";"Shrugs Trap Bar";"2";"70.0";"15";"";"";"";"";""
"85";"2021-08-28 15:03:05";"Pull";"4513";"Shrugs Trap Bar";"3";"70.0";"15";"";"";"";"";""
"85";"2021-08-28 15:03:05";"Pull";"4513";"Shrugs Trap Bar";"4";"70.0";"15";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Bench Press (Barbell)";"1";"60.0";"8";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Bench Press (Barbell)";"2";"70.0";"3";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Bench Press (Barbell)";"3";"80.0";"3";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Bench Press (Barbell)";"4";"90.0";"3";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Bench Press (Barbell)";"5";"100.0";"3";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Bench Press (Barbell)";"6";"100.0";"3";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Bench Press (Barbell)";"7";"100.0";"3";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Bench Press (Barbell)";"8";"100.0";"6";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Lateral Raise (Dumbbell)";"1";"12.5";"12";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Lateral Raise (Dumbbell)";"2";"12.5";"12";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Lateral Raise (Dumbbell)";"3";"15.0";"12";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Lateral Raise (Dumbbell)";"4";"15.0";"12";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Bench Press - Close Grip (Barbell)";"1";"60.0";"10";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Bench Press - Close Grip (Barbell)";"2";"70.0";"10";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Bench Press - Close Grip (Barbell)";"3";"70.0";"10";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Bench Press - Close Grip (Barbell)";"4";"70.0";"12";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Pullover (EZ Bar)";"1";"27.5";"10";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Pullover (EZ Bar)";"2";"30.0";"10";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Pullover (EZ Bar)";"3";"32.5";"10";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Pullover (EZ Bar)";"4";"35.0";"10";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Arnold Press (Dumbbell)";"1";"15.0";"12";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Arnold Press (Dumbbell)";"2";"15.0";"12";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Arnold Press (Dumbbell)";"D";"15.0";"12";"";"";"";"";""
"86";"2021-08-31 18:08:09";"Push";"4703";"Bench Press (Dumbbell)";"D";"15.0";"12";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Bent Over Row (Barbell)";"1";"60.0";"8";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Bent Over Row (Barbell)";"2";"70.0";"8";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Bent Over Row (Barbell)";"3";"80.0";"8";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Bent Over Row (Barbell)";"4";"90.0";"8";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Bent Over Row (Barbell)";"5";"100.0";"8";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Bent Over Row (Barbell)";"6";"80.0";"15";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Bicep Curl (Dumbbell)";"1";"17.5";"10";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Bicep Curl (Dumbbell)";"2";"17.5";"10";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Bicep Curl (Dumbbell)";"3";"17.5";"12";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Bicep Curl (Dumbbell)";"D";"17.5";"12";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Bicep Curl (Dumbbell)";"D";"11.5";"8";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Reverse Fly (Dumbbell)";"1";"11.5";"12";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Reverse Fly (Dumbbell)";"2";"11.5";"12";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Reverse Fly (Dumbbell)";"3";"11.5";"12";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Reverse Fly (Dumbbell)";"4";"11.5";"15";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Bent Over One Arm Row (Dumbbell)";"1";"17.5";"12";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Bent Over One Arm Row (Dumbbell)";"2";"22.5";"12";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Bent Over One Arm Row (Dumbbell)";"3";"27.5";"12";"";"";"";"";""
"87";"2021-09-01 18:18:19";"Pull";"3958";"Bent Over One Arm Row (Dumbbell)";"4";"32.5";"12";"";"";"";"";""
"88";"2021-09-02 18:21:35";"Legs";"2501";"Squat (Barbell)";"1";"60.0";"8";"";"";"";"";""
"88";"2021-09-02 18:21:35";"Legs";"2501";"Squat (Barbell)";"2";"80.0";"5";"";"";"";"";""
"88";"2021-09-02 18:21:35";"Legs";"2501";"Squat (Barbell)";"3";"100.0";"5";"";"";"";"";""
"88";"2021-09-02 18:21:35";"Legs";"2501";"Squat (Barbell)";"4";"120.0";"3";"";"";"";"";""
"88";"2021-09-02 18:21:35";"Legs";"2501";"Squat (Barbell)";"5";"140.0";"3";"";"";"";"";""
"88";"2021-09-02 18:21:35";"Legs";"2501";"Squat (Barbell)";"6";"150.0";"3";"";"";"";"";""
"88";"2021-09-02 18:21:35";"Legs";"2501";"Squat (Barbell)";"7";"160.0";"3";"";"";"";"";""
"88";"2021-09-02 18:21:35";"Legs";"2501";"Squat (Barbell)";"8";"80.0";"15";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Seated Overhead Press (Barbell)";"1";"50.0";"5";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Seated Overhead Press (Barbell)";"2";"60.0";"4";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Seated Overhead Press (Barbell)";"3";"65.0";"3";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Seated Overhead Press (Barbell)";"4";"70.0";"3";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Seated Overhead Press (Barbell)";"5";"75.0";"3";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Seated Overhead Press (Barbell)";"6";"75.0";"3";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Seated Overhead Press (Barbell)";"7";"80.0";"3";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Seated Overhead Press (Barbell)";"8";"80.0";"3";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Seated Overhead Press (Barbell)";"9";"60.0";"9";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Bench Press (Dumbbell)";"1";"22.5";"12";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Bench Press (Dumbbell)";"2";"27.5";"12";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Bench Press (Dumbbell)";"3";"32.5";"10";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Bench Press (Dumbbell)";"4";"32.5";"10";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Triceps Extension (Cable)";"1";"20.0";"12";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Triceps Extension (Cable)";"2";"20.0";"12";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Triceps Extension (Cable)";"3";"20.0";"12";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Triceps Extension (Cable)";"4";"20.0";"12";"";"";"";"";""
"89";"2021-09-03 18:06:55";"Push";"5026";"Triceps Extension (Cable)";"5";"20.0";"12";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Deadlift (Barbell)";"Note";"";"";"";"";"";"Straps @ 190 Belt @ 200";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Deadlift (Barbell)";"1";"70.0";"8";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Deadlift (Barbell)";"2";"110.0";"3";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Deadlift (Barbell)";"3";"140.0";"3";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Deadlift (Barbell)";"4";"170.0";"3";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Deadlift (Barbell)";"5";"190.0";"3";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Deadlift (Barbell)";"6";"200.0";"3";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Deadlift (Barbell)";"7";"200.0";"3";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Deadlift (Barbell)";"8";"200.0";"4";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Bicep Curl (Cable)";"1";"20.0";"15";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Bicep Curl (Cable)";"2";"25.0";"15";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Bicep Curl (Cable)";"3";"30.0";"15";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Bicep Curl (Cable)";"4";"35.0";"15";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Face Pull (Cable)";"1";"15.0";"12";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Face Pull (Cable)";"2";"17.5";"12";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Face Pull (Cable)";"3";"20.0";"12";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Face Pull (Cable)";"4";"22.5";"15";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Face Pull (Cable)";"5";"22.5";"15";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Yates Rows";"1";"60.0";"12";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Yates Rows";"2";"60.0";"12";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Yates Rows";"3";"60.0";"12";"";"";"";"";""
"90";"2021-09-05 16:55:36";"Pull";"5187";"Yates Rows";"4";"60.0";"12";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Bench Press (Barbell)";"1";"60.0";"8";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Bench Press (Barbell)";"2";"70.0";"3";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Bench Press (Barbell)";"3";"80.0";"3";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Bench Press (Barbell)";"4";"90.0";"3";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Bench Press (Barbell)";"5";"100.0";"3";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Bench Press (Barbell)";"6";"105.0";"3";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Bench Press (Barbell)";"7";"105.0";"3";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Bench Press (Barbell)";"8";"110.0";"3";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Lateral Raise (Dumbbell)";"1";"14.0";"12";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Lateral Raise (Dumbbell)";"2";"14.0";"12";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Lateral Raise (Dumbbell)";"3";"14.0";"12";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Lateral Raise (Dumbbell)";"4";"14.0";"12";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Tricep Pushdown (Cable Rope)";"1";"15.0";"15";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Tricep Pushdown (Cable Rope)";"2";"20.0";"15";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Tricep Pushdown (Cable Rope)";"3";"22.5";"12";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Tricep Pushdown (Cable Rope)";"4";"22.5";"12";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Incline Bench Press (Barbell)";"1";"50.0";"8";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Incline Bench Press (Barbell)";"2";"60.0";"8";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Incline Bench Press (Barbell)";"3";"60.0";"8";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Incline Bench Press (Barbell)";"4";"60.0";"8";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Bench Press (Dumbbell)";"1";"22.5";"15";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Bench Press (Dumbbell)";"2";"22.5";"15";"";"";"";"";""
"91";"2021-09-06 18:19:25";"Push";"4624";"Bench Press (Dumbbell)";"3";"22.5";"12";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Landmine Row (Mid Grip)";"1";"20.0";"10";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Landmine Row (Mid Grip)";"2";"30.0";"10";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Landmine Row (Mid Grip)";"3";"40.0";"10";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Landmine Row (Mid Grip)";"4";"45.0";"10";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Landmine Row (Mid Grip)";"5";"50.0";"10";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Landmine Row (Mid Grip)";"6";"55.0";"10";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Landmine Row (Mid Grip)";"7";"60.0";"10";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Hammer Curl (Cable)";"1";"25.0";"15";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Hammer Curl (Cable)";"2";"30.0";"15";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Hammer Curl (Cable)";"3";"31.25";"15";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Hammer Curl (Cable)";"4";"32.5";"15";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Hammer Curl (Cable)";"5";"33.75";"15";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Face Pull (Cable)";"1";"20.0";"12";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Face Pull (Cable)";"2";"22.5";"12";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Face Pull (Cable)";"3";"25.0";"12";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Face Pull (Cable)";"4";"27.5";"12";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Face Pull (Cable)";"5";"30.0";"12";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Lat Pulldown (Cable)";"1";"35.0";"12";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Lat Pulldown (Cable)";"2";"40.0";"12";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Lat Pulldown (Cable)";"3";"45.0";"12";"";"";"";"";""
"92";"2021-09-08 18:22:00";"Pull";"4980";"Lat Pulldown (Cable)";"4";"50.0";"12";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Bench Press (Barbell)";"1";"60.0";"8";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Bench Press (Barbell)";"2";"70.0";"5";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Bench Press (Barbell)";"3";"80.0";"5";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Bench Press (Barbell)";"4";"90.0";"5";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Bench Press (Barbell)";"5";"100.0";"5";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Bench Press (Barbell)";"6";"100.0";"4";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Bench Press (Barbell)";"7";"80.0";"10";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Lateral Raise (Dumbbell)";"1";"14.0";"12";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Lateral Raise (Dumbbell)";"2";"14.0";"12";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Lateral Raise (Dumbbell)";"3";"14.0";"12";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Lateral Raise (Dumbbell)";"4";"14.0";"12";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Tricep Pushdown (Cable Bar)";"1";"20.0";"12";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Tricep Pushdown (Cable Bar)";"2";"25.0";"12";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Tricep Pushdown (Cable Bar)";"3";"27.5";"12";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Tricep Pushdown (Cable Bar)";"4";"30.0";"12";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Tricep Pushdown (Cable Bar)";"5";"25.0";"15";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Chest Fly (Dumbbell)";"1";"14.0";"15";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Chest Fly (Dumbbell)";"2";"16.5";"12";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Chest Fly (Dumbbell)";"3";"19.0";"12";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Chest Fly (Dumbbell)";"4";"19.0";"12";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Arnold Press (Dumbbell)";"1";"14.0";"12";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Arnold Press (Dumbbell)";"2";"14.0";"12";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Arnold Press (Dumbbell)";"3";"16.5";"12";"";"";"";"";""
"93";"2021-09-14 17:20:15";"Push";"5716";"Arnold Press (Dumbbell)";"4";"19.0";"12";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Pendlay Row (Barbell)";"1";"70.0";"8";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Pendlay Row (Barbell)";"2";"80.0";"8";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Pendlay Row (Barbell)";"3";"85.0";"8";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Pendlay Row (Barbell)";"4";"90.0";"8";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Pendlay Row (Barbell)";"5";"90.0";"8";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Pendlay Row (Barbell)";"6";"90.0";"8";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Seated Bicep Curl (Fatgrip Dumbbell)";"1";"14.0";"10";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Seated Bicep Curl (Fatgrip Dumbbell)";"2";"14.0";"10";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Seated Bicep Curl (Fatgrip Dumbbell)";"3";"14.0";"10";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Seated Bicep Curl (Fatgrip Dumbbell)";"4";"14.0";"10";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Face Pull (Cable)";"1";"25.0";"12";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Face Pull (Cable)";"2";"27.5";"12";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Face Pull (Cable)";"3";"30.0";"12";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Face Pull (Cable)";"4";"30.0";"12";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Face Pull (Cable)";"5";"30.0";"12";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Straight Arm Pulldown (Cable)";"1";"25.0";"12";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Straight Arm Pulldown (Cable)";"2";"30.0";"12";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Straight Arm Pulldown (Cable)";"3";"30.0";"12";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Straight Arm Pulldown (Cable)";"4";"30.0";"12";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Bicep Curl (Cable)";"1";"30.0";"15";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Bicep Curl (Cable)";"2";"31.25";"15";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Bicep Curl (Cable)";"3";"32.5";"15";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Bicep Curl (Cable)";"4";"33.75";"15";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Bicep Curl (Cable)";"5";"35.0";"15";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Shrugs Trap Bar";"1";"70.0";"12";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Shrugs Trap Bar";"2";"80.0";"12";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Shrugs Trap Bar";"3";"90.0";"12";"";"";"";"";""
"94";"2021-09-15 17:48:05";"Pull";"5356";"Shrugs Trap Bar";"4";"90.0";"12";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Squat (Barbell)";"1";"60.0";"8";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Squat (Barbell)";"2";"80.0";"8";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Squat (Barbell)";"3";"100.0";"8";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Squat (Barbell)";"4";"110.0";"8";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Squat (Barbell)";"5";"120.0";"8";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Squat (Barbell)";"6";"130.0";"8";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Standing Calf Raise (Barbell)";"1";"60.0";"12";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Standing Calf Raise (Barbell)";"2";"70.0";"12";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Standing Calf Raise (Barbell)";"3";"80.0";"12";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Standing Calf Raise (Barbell)";"4";"80.0";"12";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Trap Bar Deadlift";"Note";"";"";"";"";"";"Strapless Beltless :)";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Trap Bar Deadlift";"1";"70.0";"3";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Trap Bar Deadlift";"2";"110.0";"3";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Trap Bar Deadlift";"3";"140.0";"3";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Trap Bar Deadlift";"4";"160.0";"3";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Trap Bar Deadlift";"5";"180.0";"3";"";"";"";"";""
"95";"2021-09-16 18:03:29";"Legs";"3874";"Trap Bar Deadlift";"6";"200.0";"3";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Seated Overhead Press (Barbell)";"1";"50.0";"3";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Seated Overhead Press (Barbell)";"2";"60.0";"3";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Seated Overhead Press (Barbell)";"3";"65.0";"3";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Seated Overhead Press (Barbell)";"4";"70.0";"3";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Seated Overhead Press (Barbell)";"5";"75.0";"3";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Seated Overhead Press (Barbell)";"6";"75.0";"3";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Seated Overhead Press (Barbell)";"7";"80.0";"3";"";"";"";"";""
