"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Seated Overhead Press (Barbell)";"8";"80.0";"3";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Seated Overhead Press (Barbell)";"9";"85.0";"2";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Decline Bench Press (Barbell)";"1";"60.0";"12";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Decline Bench Press (Barbell)";"2";"70.0";"12";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Decline Bench Press (Barbell)";"3";"80.0";"12";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Decline Bench Press (Barbell)";"4";"80.0";"11";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Triceps Extension (Cable)";"1";"20.0";"12";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Triceps Extension (Cable)";"2";"22.5";"12";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Triceps Extension (Cable)";"3";"25.0";"12";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Triceps Extension (Cable)";"4";"25.0";"12";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Upright Row (Barbell)";"1";"30.0";"12";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Upright Row (Barbell)";"2";"32.5";"12";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Upright Row (Barbell)";"3";"35.0";"12";"";"";"";"";""
"96";"2021-09-18 16:49:50";"Afternoon Workout";"4817";"Upright Row (Barbell)";"4";"35.0";"12";"";"";"";"";""
"97";"2021-09-19 16:21:57";"Pull";"8096";"Deadlift (Barbell)";"1";"70.0";"8";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Deadlift (Barbell)";"2";"110.0";"5";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Deadlift (Barbell)";"3";"150.0";"3";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Deadlift (Barbell)";"4";"160.0";"2";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Deadlift (Barbell)";"5";"180.0";"2";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Deadlift (Barbell)";"6";"190.0";"2";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Deadlift (Barbell)";"7";"200.0";"2";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Deadlift (Barbell)";"8";"210.0";"2";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Deadlift (Barbell)";"9";"220.0";"1";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Bicep Curl (Fat Grip Dumbbells)";"1";"14.0";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Bicep Curl (Fat Grip Dumbbells)";"2";"14.0";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Bicep Curl (Fat Grip Dumbbells)";"3";"14.0";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Bicep Curl (Fat Grip Dumbbells)";"4";"14.0";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Face Pull (Cable)";"1";"25.0";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Face Pull (Cable)";"2";"27.5";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Face Pull (Cable)";"3";"30.0";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Face Pull (Cable)";"4";"32.5";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Lat Pulldown (Cable)";"1";"40.0";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Lat Pulldown (Cable)";"2";"50.0";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Lat Pulldown (Cable)";"3";"55.0";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Lat Pulldown (Cable)";"4";"60.0";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Bicep Curl (Cable)";"1";"35.0";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Bicep Curl (Cable)";"2";"36.25";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Bicep Curl (Cable)";"3";"37.5";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"97";"2021-09-19 16:21:57";"Pull";"8096";"Bicep Curl (Cable)";"4";"38.75";"12";"";"";"";"";"Straps @ 180 Belt @ 190"
"98";"2021-09-20 18:03:00";"Push";"5909";"Bench Press (Barbell)";"1";"60.0";"5";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Bench Press (Barbell)";"2";"70.0";"3";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Bench Press (Barbell)";"3";"80.0";"3";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Bench Press (Barbell)";"4";"90.0";"3";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Bench Press (Barbell)";"5";"100.0";"3";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Bench Press (Barbell)";"6";"110.0";"2";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Bench Press (Barbell)";"7";"110.0";"2";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Bench Press (Barbell)";"8";"110.0";"2";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Lateral Raise (Dumbbell)";"1";"14.0";"12";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Lateral Raise (Dumbbell)";"2";"14.0";"12";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Lateral Raise (Dumbbell)";"3";"14.0";"12";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Lateral Raise (Dumbbell)";"4";"14.0";"12";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Skullcrushers (EZ Bar)";"1";"27.5";"12";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Skullcrushers (EZ Bar)";"2";"32.5";"12";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Skullcrushers (EZ Bar)";"3";"32.5";"12";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Skullcrushers (EZ Bar)";"4";"32.5";"12";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Incline Bench Press (Dumbbell)";"1";"14.0";"12";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Incline Bench Press (Dumbbell)";"2";"22.5";"12";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Incline Bench Press (Dumbbell)";"3";"22.5";"12";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Incline Bench Press (Dumbbell)";"4";"22.5";"12";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Tricep Pushdown (Cable Rope)";"1";"20.0";"10";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Tricep Pushdown (Cable Rope)";"2";"21.25";"10";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Tricep Pushdown (Cable Rope)";"3";"22.5";"10";"";"";"";"";""
"98";"2021-09-20 18:03:00";"Push";"5909";"Tricep Pushdown (Cable Rope)";"4";"22.5";"10";"";"";"";"";""
"99";"2021-09-21 18:08:31";"Pull";"3390";"Bent Over Row - Underhand (Barbell)";"1";"60.0";"8";"";"";"";"";""
"99";"2021-09-21 18:08:31";"Pull";"3390";"Bent Over Row - Underhand (Barbell)";"2";"65.0";"8";"";"";"";"";""
"99";"2021-09-21 18:08:31";"Pull";"3390";"Bent Over Row - Underhand (Barbell)";"3";"70.0";"8";"";"";"";"";""
"99";"2021-09-21 18:08:31";"Pull";"3390";"Bent Over Row - Underhand (Barbell)";"4";"75.0";"8";"";"";"";"";""
"99";"2021-09-21 18:08:31";"Pull";"3390";"Bent Over Row (Barbell)";"1";"80.0";"12";"";"";"";"";""
"99";"2021-09-21 18:08:31";"Pull";"3390";"Bicep Curl EZ Bar";"1";"27.5";"12";"";"";"";"";""
"99";"2021-09-21 18:08:31";"Pull";"3390";"Bicep Curl EZ Bar";"2";"30.0";"12";"";"";"";"";""
"99";"2021-09-21 18:08:31";"Pull";"3390";"Bicep Curl EZ Bar";"3";"32.5";"12";"";"";"";"";""
"99";"2021-09-21 18:08:31";"Pull";"3390";"Bicep Curl EZ Bar";"4";"32.5";"12";"";"";"";"";""
"99";"2021-09-21 18:08:31";"Pull";"3390";"Lat Pulldown (v bar)";"1";"25.0";"12";"";"";"";"";""
"99";"2021-09-21 18:08:31";"Pull";"3390";"Lat Pulldown (v bar)";"2";"35.0";"12";"";"";"";"";""
"99";"2021-09-21 18:08:31";"Pull";"3390";"Lat Pulldown (v bar)";"3";"40.0";"12";"";"";"";"";""
"99";"2021-09-21 18:08:31";"Pull";"3390";"Lat Pulldown (v bar)";"4";"45.0";"12";"";"";"";"";""
"99";"2021-09-21 18:08:31";"Pull";"3390";"Lat Pulldown (v bar)";"5";"50.0";"12";"";"";"";"";""
"99";"2021-09-21 18:08:31";"Pull";"3390";"Lat Pulldown (v bar)";"6";"55.0";"12";"";"";"";"";""
"100";"2021-09-23 18:05:26";"Legaroonies";"4685";"Squat (Barbell)";"1";"60.0";"8";"";"";"";"";""
"100";"2021-09-23 18:05:26";"Legaroonies";"4685";"Squat (Barbell)";"2";"80.0";"5";"";"";"";"";""
"100";"2021-09-23 18:05:26";"Legaroonies";"4685";"Squat (Barbell)";"3";"100.0";"3";"";"";"";"";""
"100";"2021-09-23 18:05:26";"Legaroonies";"4685";"Squat (Barbell)";"4";"120.0";"3";"";"";"";"";""
"100";"2021-09-23 18:05:26";"Legaroonies";"4685";"Squat (Barbell)";"5";"140.0";"3";"";"";"";"";""
"100";"2021-09-23 18:05:26";"Legaroonies";"4685";"Squat (Barbell)";"6";"140.0";"3";"";"";"";"";""
"100";"2021-09-23 18:05:26";"Legaroonies";"4685";"Squat (Barbell)";"7";"150.0";"3";"";"";"";"";""
"100";"2021-09-23 18:05:26";"Legaroonies";"4685";"Romanian Deadlift Trap Bar";"1";"70.0";"10";"";"";"";"";""
"100";"2021-09-23 18:05:26";"Legaroonies";"4685";"Romanian Deadlift Trap Bar";"2";"80.0";"10";"";"";"";"";""
"100";"2021-09-23 18:05:26";"Legaroonies";"4685";"Romanian Deadlift Trap Bar";"3";"90.0";"10";"";"";"";"";""
"100";"2021-09-23 18:05:26";"Legaroonies";"4685";"Romanian Deadlift Trap Bar";"4";"100.0";"10";"";"";"";"";""
"100";"2021-09-23 18:05:26";"Legaroonies";"4685";"Hip Thrust (Barbell)";"1";"70.0";"10";"";"";"";"";""
"100";"2021-09-23 18:05:26";"Legaroonies";"4685";"Hip Thrust (Barbell)";"2";"80.0";"10";"";"";"";"";""
"100";"2021-09-23 18:05:26";"Legaroonies";"4685";"Hip Thrust (Barbell)";"3";"90.0";"10";"";"";"";"";""
"100";"2021-09-23 18:05:26";"Legaroonies";"4685";"Hip Thrust (Barbell)";"4";"100.0";"10";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Seated Overhead Press (Barbell)";"1";"50.0";"8";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Seated Overhead Press (Barbell)";"2";"60.0";"8";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Seated Overhead Press (Barbell)";"3";"65.0";"8";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Seated Overhead Press (Barbell)";"4";"65.0";"8";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Seated Overhead Press (Barbell)";"5";"65.0";"8";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Pullover (EZ Bar)";"1";"27.5";"10";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Pullover (EZ Bar)";"2";"30.0";"10";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Pullover (EZ Bar)";"3";"32.5";"10";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Pullover (EZ Bar)";"4";"35.0";"10";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Tricep Pushdown (Cable Bar)";"1";"25.0";"12";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Tricep Pushdown (Cable Bar)";"2";"27.5";"12";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Tricep Pushdown (Cable Bar)";"3";"27.5";"12";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Tricep Pushdown (Cable Bar)";"4";"27.5";"12";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Landmine Viking Press (Narrow Grip)";"1";"30.0";"12";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Landmine Viking Press (Narrow Grip)";"2";"40.0";"12";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Landmine Viking Press (Narrow Grip)";"3";"40.0";"12";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Landmine Viking Press (Narrow Grip)";"4";"40.0";"12";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Landmine Diamond Press";"1";"20.0";"12";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Landmine Diamond Press";"2";"25.0";"12";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Landmine Diamond Press";"3";"30.0";"12";"";"";"";"";""
"101";"2021-09-24 18:07:30";"Push";"5236";"Landmine Diamond Press";"4";"35.0";"12";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Deadlift (Barbell)";"1";"70.0";"8";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Deadlift (Barbell)";"2";"110.0";"5";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Deadlift (Barbell)";"3";"150.0";"3";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Deadlift (Barbell)";"4";"170.0";"3";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Deadlift (Barbell)";"5";"190.0";"3";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Deadlift (Barbell)";"6";"200.0";"3";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Deadlift (Barbell)";"7";"200.0";"3";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Deadlift (Barbell)";"8";"200.0";"3";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Hammer Curl (Dumbbell)";"1";"14.0";"12";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Hammer Curl (Dumbbell)";"2";"16.5";"12";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Hammer Curl (Dumbbell)";"3";"16.5";"12";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Hammer Curl (Dumbbell)";"4";"16.5";"12";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Shrugs Trap Bar";"1";"70.0";"8";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Shrugs Trap Bar";"2";"80.0";"8";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Shrugs Trap Bar";"3";"90.0";"8";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Shrugs Trap Bar";"4";"100.0";"8";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Lat Pulldown (v bar)";"1";"30.0";"12";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Lat Pulldown (v bar)";"2";"40.0";"12";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Lat Pulldown (v bar)";"3";"50.0";"12";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Lat Pulldown (v bar)";"4";"50.0";"12";"";"";"";"";""
"102";"2021-09-26 15:18:20";"Pull";"6617";"Lat Pulldown (v bar)";"5";"50.0";"12";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Incline Bench Press (Barbell)";"1";"50.0";"8";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Incline Bench Press (Barbell)";"2";"60.0";"5";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Incline Bench Press (Barbell)";"3";"70.0";"3";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Incline Bench Press (Barbell)";"4";"80.0";"2";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Incline Bench Press (Barbell)";"5";"70.0";"3";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Incline Bench Press (Barbell)";"6";"70.0";"3";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Incline Bench Press (Barbell)";"7";"70.0";"3";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Incline Bench Press (Barbell)";"8";"70.0";"6";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Seated Overhead Press (Dumbbell)";"1";"22.5";"10";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Seated Overhead Press (Dumbbell)";"2";"22.5";"10";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Seated Overhead Press (Dumbbell)";"3";"22.5";"10";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Seated Overhead Press (Dumbbell)";"4";"22.5";"10";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Triceps Extension (Cable)";"1";"20.0";"12";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Triceps Extension (Cable)";"2";"22.5";"12";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Triceps Extension (Cable)";"3";"25.0";"12";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Triceps Extension (Cable)";"4";"25.0";"12";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Bench Press (Dumbbell)";"1";"22.5";"12";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Bench Press (Dumbbell)";"2";"27.5";"12";"";"";"";"";""
"103";"2021-09-27 18:10:01";"Push";"3722";"Bench Press (Dumbbell)";"3";"30.0";"10";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Landmine Row (Mid Grip)";"1";"40.0";"5";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Landmine Row (Mid Grip)";"2";"50.0";"5";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Landmine Row (Mid Grip)";"3";"60.0";"5";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Landmine Row (Mid Grip)";"4";"70.0";"5";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Landmine Row (Mid Grip)";"5";"80.0";"5";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Landmine Row (Mid Grip)";"6";"80.0";"5";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Landmine Row (Mid Grip)";"7";"80.0";"8";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Hammer Curl Tri Bar Fat Grip";"1";"22.5";"12";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Hammer Curl Tri Bar Fat Grip";"2";"25.0";"12";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Hammer Curl Tri Bar Fat Grip";"3";"25.0";"12";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Hammer Curl Tri Bar Fat Grip";"4";"25.0";"15";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Face Pull (Cable)";"1";"25.0";"12";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Face Pull (Cable)";"2";"27.5";"12";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Face Pull (Cable)";"3";"30.0";"12";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Face Pull (Cable)";"4";"32.5";"12";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Lat Pulldown (v bar)";"1";"32.5";"12";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Lat Pulldown (v bar)";"2";"40.0";"12";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Lat Pulldown (v bar)";"3";"50.0";"12";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Lat Pulldown (v bar)";"4";"50.0";"12";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Lat Pulldown (v bar)";"5";"50.0";"12";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Bicep Curl (Cable)";"1";"35.0";"12";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Bicep Curl (Cable)";"2";"37.5";"12";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Bicep Curl (Cable)";"3";"40.0";"12";"";"";"";"";""
"104";"2021-09-29 18:15:44";"Pull";"5467";"Bicep Curl (Cable)";"4";"40.0";"12";"";"";"";"";""
"105";"2021-09-30 18:03:44";"Legs";"4014";"Squat (Barbell)";"1";"60.0";"8";"";"";"";"";""
"105";"2021-09-30 18:03:44";"Legs";"4014";"Squat (Barbell)";"2";"80.0";"8";"";"";"";"";""
"105";"2021-09-30 18:03:44";"Legs";"4014";"Squat (Barbell)";"3";"100.0";"8";"";"";"";"";""
"105";"2021-09-30 18:03:44";"Legs";"4014";"Squat (Barbell)";"4";"110.0";"8";"";"";"";"";""
"105";"2021-09-30 18:03:44";"Legs";"4014";"Squat (Barbell)";"5";"120.0";"8";"";"";"";"";""
"105";"2021-09-30 18:03:44";"Legs";"4014";"Trap Bar Deadlift";"1";"70.0";"5";"";"";"";"";""
"105";"2021-09-30 18:03:44";"Legs";"4014";"Trap Bar Deadlift";"2";"110.0";"3";"";"";"";"";""
"105";"2021-09-30 18:03:44";"Legs";"4014";"Trap Bar Deadlift";"3";"140.0";"3";"";"";"";"";""
"105";"2021-09-30 18:03:44";"Legs";"4014";"Trap Bar Deadlift";"4";"160.0";"3";"";"";"";"";""
"105";"2021-09-30 18:03:44";"Legs";"4014";"Trap Bar Deadlift";"5";"180.0";"3";"";"";"";"";""
"105";"2021-09-30 18:03:44";"Legs";"4014";"Trap Bar Deadlift";"6";"200.0";"3";"";"";"";"";""
"105";"2021-09-30 18:03:44";"Legs";"4014";"Hip Thrust (Barbell)";"1";"70.0";"12";"";"";"";"";""
"105";"2021-09-30 18:03:44";"Legs";"4014";"Hip Thrust (Barbell)";"2";"70.0";"12";"";"";"";"";""
"105";"2021-09-30 18:03:44";"Legs";"4014";"Hip Thrust (Barbell)";"3";"70.0";"12";"";"";"";"";""
"105";"2021-09-30 18:03:44";"Legs";"4014";"Hip Thrust (Barbell)";"4";"70.0";"12";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Seated Overhead Press (Barbell)";"1";"50.0";"8";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Seated Overhead Press (Barbell)";"2";"60.0";"3";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Seated Overhead Press (Barbell)";"3";"65.0";"3";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Seated Overhead Press (Barbell)";"4";"70.0";"3";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Seated Overhead Press (Barbell)";"5";"75.0";"3";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Seated Overhead Press (Barbell)";"6";"80.0";"3";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Seated Overhead Press (Barbell)";"7";"80.0";"3";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Seated Overhead Press (Barbell)";"8";"85.0";"3";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Tricep Pushdown (Cable Rope)";"1";"20.0";"12";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Tricep Pushdown (Cable Rope)";"2";"22.5";"12";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Tricep Pushdown (Cable Rope)";"3";"22.5";"12";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Tricep Pushdown (Cable Rope)";"4";"22.5";"12";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Decline Bench Press (Barbell)";"1";"60.0";"8";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Decline Bench Press (Barbell)";"2";"70.0";"8";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Decline Bench Press (Barbell)";"3";"80.0";"8";"";"";"";"";""
"106";"2021-10-01 18:13:23";"Push";"3681";"Decline Bench Press (Barbell)";"4";"90.0";"6";"";"";"";"";""
"107";"2021-10-02 16:16:04";"Pull";"5286";"Deadlift (Barbell)";"1";"70.0";"8";"";"";"";"";""
"107";"2021-10-02 16:16:04";"Pull";"5286";"Deadlift (Barbell)";"2";"110.0";"5";"";"";"";"";""
"107";"2021-10-02 16:16:04";"Pull";"5286";"Deadlift (Barbell)";"3";"150.0";"3";"";"";"";"";""
"107";"2021-10-02 16:16:04";"Pull";"5286";"Deadlift (Barbell)";"4";"170.0";"3";"";"";"";"";""
"107";"2021-10-02 16:16:04";"Pull";"5286";"Deadlift (Barbell)";"5";"190.0";"3";"";"";"";"";""
"107";"2021-10-02 16:16:04";"Pull";"5286";"Deadlift (Barbell)";"6";"200.0";"3";"";"";"";"";""
"107";"2021-10-02 16:16:04";"Pull";"5286";"Deadlift (Barbell)";"7";"200.0";"3";"";"";"";"";""
